Date,CampaignID,ProductID,RegionID,Device,Gender,AgeGroup,Spend,Impressions,Clicks,Leads,Orders,Revenue
25-06-2025,CMP002,P002,R002,Desktop,Male,35-44,3957.39,14840,822,65,4,279996
25-06-2025,CMP002,P002,R003,Mobile,Female,35-44,3877.19,15508,627,50,2,139998
25-06-2025,CMP002,P002,R004,Desktop,Male,25-34,4072.91,14982,757,60,2,139998
25-06-2025,CMP002,P002,R005,Desktop,Female,35-44,3386.38,12094,676,54,3,209997
25-06-2025,CMP002,P002,R006,Desktop,Male,35-44,3954.48,15252,932,74,4,279996
25-06-2025,CMP002,P002,R007,Mobile,Male,45-54,3677.49,12871,732,58,2,139998
25-06-2025,CMP002,P002,R008,Mobile,Female,35-44,3743.2,12299,732,58,2,139998
25-06-2025,CMP002,P002,R009,Mobile,Male,25-34,3600.72,12216,696,55,2,139998
25-06-2025,CMP002,P002,R010,Mobile,Male,18-24,3835.12,13285,779,62,4,279996
25-06-2025,CMP002,P002,R011,Mobile,Female,45-54,3641.12,13134,772,61,3,209997
25-06-2025,CMP002,P002,R012,Mobile,Male,35-44,3982.58,13654,746,59,2,139998
25-06-2025,CMP002,P002,R013,Mobile,Female,45-54,3372.69,12286,516,41,1,69999
25-06-2025,CMP002,P002,R014,Tablet,Male,35-44,4034.82,13545,632,50,3,209997
25-06-2025,CMP002,P002,R015,Mobile,Male,35-44,3375.61,10850,479,38,2,139998
26-06-2025,CMP002,P002,R001,Desktop,Male,18-24,3695.24,14517,810,64,3,209997
26-06-2025,CMP002,P002,R002,Desktop,Male,25-34,3827.08,14351,780,62,2,139998
26-06-2025,CMP002,P002,R003,Mobile,Male,45-54,3694.27,14777,841,67,2,139998
26-06-2025,CMP002,P002,R004,Mobile,Female,35-44,3736.01,13743,710,56,4,279996
26-06-2025,CMP002,P002,R005,Mobile,Male,18-24,3809.56,13605,672,53,4,279996
26-06-2025,CMP002,P002,R006,Desktop,Male,35-44,3655.96,14101,655,52,2,139998
26-06-2025,CMP002,P002,R007,Mobile,Female,25-34,3625.98,12690,662,52,3,209997
26-06-2025,CMP002,P002,R008,Mobile,Female,18-24,3575.62,11748,512,40,1,69999
26-06-2025,CMP002,P002,R009,Mobile,Female,25-34,3459.5,11737,698,55,3,209997
26-06-2025,CMP002,P002,R010,Mobile,Male,18-24,3698.01,12810,623,49,2,139998
26-06-2025,CMP002,P002,R011,Mobile,Female,25-34,3561.5,12846,732,58,1,69999
26-06-2025,CMP002,P002,R012,Desktop,Male,18-24,3526.63,12091,675,54,2,139998
26-06-2025,CMP002,P002,R013,Mobile,Male,18-24,3370.68,12278,583,46,2,139998
26-06-2025,CMP002,P002,R014,Mobile,Male,35-44,3748.02,12582,636,50,1,69999
26-06-2025,CMP002,P002,R015,Mobile,Female,18-24,3674.4,11810,669,53,4,279996
27-06-2025,CMP002,P002,R001,Mobile,Male,18-24,3368.61,13233,578,46,1,69999
27-06-2025,CMP002,P002,R002,Mobile,Female,35-44,3724.84,13968,712,56,1,69999
27-06-2025,CMP002,P002,R003,Mobile,Female,45-54,4048.92,16195,659,52,2,139998
27-06-2025,CMP002,P002,R004,Mobile,Male,45-54,3849.21,14159,728,58,2,139998
27-06-2025,CMP002,P002,R005,Mobile,Female,25-34,3867.8,13813,703,56,3,209997
27-06-2025,CMP002,P002,R006,Mobile,Female,25-34,3955.37,15256,671,53,2,139998
27-06-2025,CMP002,P002,R007,Desktop,Female,25-34,3889.1,13611,691,55,3,209997
27-06-2025,CMP002,P002,R008,Tablet,Male,35-44,3774.63,12402,600,48,3,209997
27-06-2025,CMP002,P002,R009,Mobile,Female,35-44,3681.43,12490,612,48,2,139998
27-06-2025,CMP002,P002,R010,Desktop,Male,45-54,3635.99,12596,602,48,2,139998
27-06-2025,CMP002,P002,R011,Mobile,Male,45-54,3983.64,14369,834,66,3,209997
27-06-2025,CMP002,P002,R012,Mobile,Female,18-24,3480.07,11931,637,50,2,139998
27-06-2025,CMP002,P002,R013,Mobile,Female,45-54,3933.22,14328,616,49,2,139998
27-06-2025,CMP002,P002,R014,Desktop,Male,25-34,3800.98,12760,695,55,2,139998
27-06-2025,CMP002,P002,R015,Desktop,Male,25-34,3486.05,11205,490,39,1,69999
28-06-2025,CMP002,P002,R001,Mobile,Male,25-34,3491.46,13716,659,52,1,69999
28-06-2025,CMP002,P002,R002,Mobile,Male,25-34,3630.15,13613,574,45,2,139998
28-06-2025,CMP002,P002,R003,Mobile,Female,35-44,3875.84,15503,664,53,3,209997
28-06-2025,CMP002,P002,R004,Mobile,Male,18-24,3986.47,14664,747,59,3,209997
28-06-2025,CMP002,P002,R005,Mobile,Male,45-54,3567.32,12740,660,52,3,209997
28-06-2025,CMP002,P002,R006,Mobile,Male,55+,3476.2,13408,719,57,2,139998
28-06-2025,CMP002,P002,R007,Mobile,Male,18-24,3513.8,12298,533,42,1,69999
28-06-2025,CMP002,P002,R008,Mobile,Male,18-24,3826.89,12574,592,47,2,139998
28-06-2025,CMP002,P002,R009,Mobile,Male,25-34,3363.17,11410,567,45,1,69999
28-06-2025,CMP002,P002,R010,Mobile,Female,18-24,3598.46,12466,582,46,2,139998
28-06-2025,CMP002,P002,R011,Desktop,Female,55+,3557.46,12832,744,59,2,139998
28-06-2025,CMP002,P002,R012,Mobile,Female,25-34,3769.13,12922,526,42,2,139998
28-06-2025,CMP002,P002,R013,Desktop,Female,25-34,3720.36,13552,552,44,1,69999
28-06-2025,CMP002,P002,R014,Mobile,Female,25-34,3544.05,11897,570,45,2,139998
28-06-2025,CMP002,P002,R015,Mobile,Male,25-34,3835.05,12326,550,44,3,209997
29-06-2025,CMP002,P002,R001,Mobile,Female,25-34,3684.89,14476,657,52,2,139998
29-06-2025,CMP002,P002,R002,Mobile,Female,45-54,4058.12,15217,801,64,2,139998
29-06-2025,CMP002,P002,R003,Mobile,Female,45-54,4037.65,16150,914,73,4,279996
29-06-2025,CMP002,P002,R004,Desktop,Male,18-24,3945.37,14513,715,57,3,209997
29-06-2025,CMP002,P002,R005,Desktop,Female,35-44,3880.97,13860,663,53,3,209997
29-06-2025,CMP002,P002,R006,Mobile,Male,35-44,3739.16,14422,629,50,3,209997
29-06-2025,CMP002,P002,R007,Mobile,Male,18-24,3653.88,12788,575,46,3,209997
29-06-2025,CMP002,P002,R008,Desktop,Female,35-44,3584.39,11777,484,38,1,69999
29-06-2025,CMP002,P002,R009,Mobile,Male,25-34,3851.42,13067,575,46,2,139998
29-06-2025,CMP002,P002,R010,Desktop,Male,25-34,3950.1,13684,610,48,2,139998
29-06-2025,CMP002,P002,R011,Mobile,Female,35-44,3914.53,14120,640,51,1,69999
29-06-2025,CMP002,P002,R012,Mobile,Female,25-34,3995.19,13697,536,42,1,69999
29-06-2025,CMP002,P002,R013,Desktop,Male,45-54,3731.17,13592,563,45,2,139998
29-06-2025,CMP002,P002,R014,Tablet,Male,25-34,3882.91,13035,788,63,2,139998
29-06-2025,CMP002,P002,R015,Desktop,Female,25-34,3397.17,10919,592,47,1,69999
30-06-2025,CMP002,P002,R001,Mobile,Male,25-34,3796.32,14914,811,64,3,209997
30-06-2025,CMP002,P002,R002,Tablet,Male,55+,4027.6,15103,846,67,3,209997
30-06-2025,CMP002,P002,R003,Mobile,Female,25-34,3685.77,14743,671,53,2,139998
30-06-2025,CMP002,P002,R004,Desktop,Female,25-34,3934.78,14474,622,49,2,139998
30-06-2025,CMP002,P002,R005,Mobile,Male,25-34,3983.92,14228,837,66,4,279996
30-06-2025,CMP002,P002,R006,Mobile,Female,45-54,3712.56,14319,840,67,5,349995
30-06-2025,CMP002,P002,R007,Desktop,Female,25-34,3530.27,12355,608,48,3,209997
30-06-2025,CMP002,P002,R008,Desktop,Unknown,18-24,3657.96,12019,640,51,3,209997
30-06-2025,CMP002,P002,R009,Desktop,Female,35-44,4067.14,13799,695,55,2,139998
30-06-2025,CMP002,P002,R010,Mobile,Female,35-44,3649.59,12643,689,55,3,209997
30-06-2025,CMP002,P002,R011,Mobile,Male,35-44,3696.16,13332,725,58,2,139998
30-06-2025,CMP002,P002,R012,Desktop,Female,25-34,3454.58,11844,501,40,1,69999
30-06-2025,CMP002,P002,R013,Mobile,Female,45-54,3985.16,14517,853,68,4,279996
30-06-2025,CMP002,P002,R014,Mobile,Female,18-24,4026.09,13516,626,50,2,139998
30-06-2025,CMP002,P002,R015,Mobile,Female,25-34,3366.33,10820,500,40,1,69999
01-07-2025,CMP002,P002,R001,Mobile,Female,25-34,3436.08,13498,771,61,4,279996
01-07-2025,CMP002,P002,R002,Desktop,Female,35-44,3969.37,14885,762,60,3,209997
01-07-2025,CMP002,P002,R003,Tablet,Female,35-44,3434.84,13739,656,52,3,209997
01-07-2025,CMP002,P002,R004,Mobile,Female,25-34,3782.46,13914,814,65,3,209997
01-07-2025,CMP002,P002,R005,Mobile,Male,45-54,3680.2,13143,615,49,1,69999
01-07-2025,CMP002,P002,R006,Desktop,Male,18-24,3941.58,15203,748,59,3,209997
01-07-2025,CMP002,P002,R007,Mobile,Male,45-54,3634.03,12719,731,58,4,279996
01-07-2025,CMP002,P002,R008,Mobile,Male,18-24,3394.75,11154,581,46,3,209997
01-07-2025,CMP002,P002,R009,Mobile,Male,35-44,3420.92,11606,494,39,1,69999
01-07-2025,CMP002,P002,R010,Desktop,Female,45-54,3960.54,13720,674,53,2,139998
01-07-2025,CMP002,P002,R011,Mobile,Female,18-24,3705.22,13365,696,55,3,209997
01-07-2025,CMP002,P002,R012,Desktop,Male,25-34,3466.29,11884,607,48,2,139998
01-07-2025,CMP002,P002,R013,Mobile,Male,45-54,4007.86,14600,887,70,2,139998
01-07-2025,CMP002,P002,R014,Desktop,Male,35-44,3484.46,11697,660,52,1,69999
01-07-2025,CMP002,P002,R015,Mobile,Male,35-44,3787.28,12173,585,46,2,139998
02-07-2025,CMP002,P002,R001,Mobile,Male,35-44,3771.97,14818,700,56,2,139998
02-07-2025,CMP002,P002,R002,Mobile,Female,18-24,3747.33,14052,807,64,2,139998
02-07-2025,CMP002,P002,R003,Mobile,Female,45-54,3618.22,14472,774,61,4,279996
02-07-2025,CMP002,P002,R004,Mobile,Male,25-34,3585.79,13190,635,50,2,139998
02-07-2025,CMP002,P002,R005,Mobile,Female,18-24,3947.47,14098,777,62,1,69999
02-07-2025,CMP002,P002,R006,Mobile,Female,35-44,3865.46,14909,764,61,2,139998
02-07-2025,CMP002,P002,R007,Mobile,Female,45-54,3898.65,13645,591,47,3,209997
02-07-2025,CMP002,P002,R008,Desktop,Male,35-44,4059.3,13337,746,59,3,209997
02-07-2025,CMP002,P002,R009,Mobile,Male,18-24,3470.75,11775,738,59,4,279996
02-07-2025,CMP002,P002,R010,Mobile,Male,25-34,3626.59,12563,673,53,2,139998
02-07-2025,CMP002,P002,R011,Desktop,Male,45-54,3801.83,13713,627,50,1,69999
02-07-2025,CMP002,P002,R012,Mobile,Male,25-34,3949.95,13542,561,44,1,69999
02-07-2025,CMP002,P002,R013,Mobile,Male,25-34,3635.07,13242,720,57,1,69999
02-07-2025,CMP002,P002,R014,Mobile,Female,18-24,3395.2,11398,538,43,3,209997
02-07-2025,CMP002,P002,R015,Mobile,Female,18-24,3569.96,11474,587,46,1,69999
03-07-2025,CMP002,P002,R001,Desktop,Male,25-34,3766.31,14796,696,55,3,209997
03-07-2025,CMP002,P002,R002,Desktop,Male,45-54,3585.49,13445,702,56,2,139998
03-07-2025,CMP002,P002,R003,Mobile,Male,25-34,3830.04,15320,714,57,2,139998
03-07-2025,CMP002,P002,R004,Mobile,Male,35-44,3639.79,13389,754,60,3,209997
03-07-2025,CMP002,P002,R005,Mobile,Male,25-34,3997.51,14276,673,53,3,209997
03-07-2025,CMP002,P002,R006,Mobile,Female,18-24,3524.5,13594,759,60,3,209997
03-07-2025,CMP002,P002,R007,Mobile,Female,35-44,3388.5,11859,654,52,1,69999
03-07-2025,CMP002,P002,R008,Desktop,Female,18-24,3988.21,13104,560,44,2,139998
03-07-2025,CMP002,P002,R009,Tablet,Male,25-34,3778.81,12820,687,54,3,209997
03-07-2025,CMP002,P002,R010,Mobile,Female,25-34,3521.07,12197,570,45,3,209997
03-07-2025,CMP002,P002,R011,Mobile,Male,55+,3978.16,14349,747,59,4,279996
03-07-2025,CMP002,P002,R012,Mobile,Female,45-54,3586.73,12297,673,53,2,139998
03-07-2025,CMP002,P002,R013,Mobile,Female,25-34,3817.61,13907,577,46,2,139998
03-07-2025,CMP002,P002,R014,Mobile,Male,35-44,3767.69,12648,578,46,2,139998
03-07-2025,CMP002,P002,R015,Mobile,Female,45-54,3528.43,11341,525,42,3,209997
04-07-2025,CMP002,P002,R001,Mobile,Unknown,18-24,4037.3,15860,666,53,3,209997
04-07-2025,CMP002,P002,R002,Tablet,Male,18-24,3949.44,14810,652,52,3,209997
04-07-2025,CMP002,P002,R003,Mobile,Male,25-34,3827.81,15311,707,56,1,69999
04-07-2025,CMP002,P002,R004,Mobile,Male,25-34,3692.38,13582,541,43,2,139998
04-07-2025,CMP002,P002,R005,Desktop,Female,25-34,3836.5,13701,541,43,2,139998
04-07-2025,CMP002,P002,R006,Mobile,Male,55+,3801.81,14664,623,49,2,139998
04-07-2025,CMP002,P002,R007,Desktop,Female,25-34,3523.94,12333,619,49,1,69999
04-07-2025,CMP002,P002,R008,Mobile,Female,35-44,3765.11,12371,562,44,2,139998
04-07-2025,CMP002,P002,R009,Desktop,Male,25-34,3522.24,11950,616,49,3,209997
04-07-2025,CMP002,P002,R010,Mobile,Female,55+,3802.72,13173,511,40,1,69999
04-07-2025,CMP002,P002,R011,Mobile,Female,45-54,3663.87,13216,716,57,2,139998
04-07-2025,CMP002,P002,R012,Mobile,Female,18-24,3893.12,13347,626,50,2,139998
04-07-2025,CMP002,P002,R013,Desktop,Female,45-54,3729.53,13586,724,57,1,69999
04-07-2025,CMP002,P002,R014,Desktop,Female,25-34,3382.77,11356,628,50,1,69999
04-07-2025,CMP002,P002,R015,Mobile,Female,18-24,4038.15,12979,658,52,3,209997
05-07-2025,CMP002,P002,R001,Tablet,Female,35-44,3707.55,14565,769,61,4,279996
05-07-2025,CMP002,P002,R002,Mobile,Male,45-54,3380.39,12676,545,43,3,209997
05-07-2025,CMP002,P002,R003,Mobile,Female,25-34,3640.11,14560,766,61,3,209997
05-07-2025,CMP002,P002,R004,Mobile,Female,45-54,3678.03,13529,740,59,3,209997
05-07-2025,CMP002,P002,R005,Tablet,Female,55+,3871.07,13825,722,57,3,209997
05-07-2025,CMP002,P002,R006,Mobile,Female,35-44,4045.52,15604,852,68,5,349995
05-07-2025,CMP002,P002,R007,Mobile,Male,25-34,3966.17,13881,546,43,1,69999
05-07-2025,CMP002,P002,R008,Desktop,Male,25-34,4014.01,13188,538,43,2,139998
05-07-2025,CMP002,P002,R009,Tablet,Female,25-34,3381.84,11474,626,50,2,139998
05-07-2025,CMP002,P002,R010,Mobile,Female,25-34,3421.24,11852,535,42,1,69999
05-07-2025,CMP002,P002,R011,Desktop,Male,25-34,3479.58,12551,581,46,2,139998
05-07-2025,CMP002,P002,R012,Desktop,Male,35-44,3723.28,12765,775,62,4,279996
05-07-2025,CMP002,P002,R013,Mobile,Male,25-34,3819.37,13913,612,48,1,69999
05-07-2025,CMP002,P002,R014,Desktop,Female,45-54,3494.91,11732,490,39,1,69999
05-07-2025,CMP002,P002,R015,Mobile,Female,35-44,3442.55,11065,558,44,2,139998
06-07-2025,CMP002,P002,R001,Mobile,Female,18-24,3959.8,15556,654,52,3,209997
06-07-2025,CMP002,P002,R002,Mobile,Female,25-34,3850.44,14439,818,65,4,279996
06-07-2025,CMP002,P002,R003,Mobile,Female,35-44,3808.84,15235,773,61,4,279996
06-07-2025,CMP002,P002,R004,Mobile,Female,25-34,3595.52,13226,604,48,2,139998
06-07-2025,CMP002,P002,R005,Desktop,Female,25-34,3578.84,12781,539,43,2,139998
06-07-2025,CMP002,P002,R006,Mobile,Female,18-24,4042.94,15594,862,68,2,139998
06-07-2025,CMP002,P002,R007,Tablet,Female,25-34,3430.51,12006,645,51,1,69999
06-07-2025,CMP002,P002,R008,Mobile,Female,18-24,3451.2,11339,590,47,1,69999
06-07-2025,CMP002,P002,R009,Mobile,Female,25-34,3364.35,11414,573,45,2,139998
06-07-2025,CMP002,P002,R010,Mobile,Female,25-34,3971.88,13759,587,46,1,69999
06-07-2025,CMP002,P002,R011,Tablet,Female,25-34,3896.24,14054,659,52,3,209997
06-07-2025,CMP002,P002,R012,Mobile,Female,18-24,3681.84,12623,721,57,2,139998
06-07-2025,CMP002,P002,R013,Mobile,Male,35-44,3667.86,13361,700,56,2,139998
06-07-2025,CMP002,P002,R014,Mobile,Female,35-44,3544,11897,561,44,2,139998
06-07-2025,CMP002,P002,R015,Mobile,Male,35-44,3565.25,11459,614,49,1,69999
07-07-2025,CMP002,P002,R001,Mobile,Female,25-34,3394.73,13336,657,52,2,139998
07-07-2025,CMP002,P002,R002,Mobile,Male,45-54,3712.5,13921,613,49,3,209997
07-07-2025,CMP002,P002,R003,Mobile,Female,35-44,3434.53,13738,570,45,3,209997
07-07-2025,CMP002,P002,R004,Mobile,Male,35-44,3769.04,13864,690,55,2,139998
07-07-2025,CMP002,P002,R005,Tablet,Female,18-24,3827.81,13670,803,64,2,139998
07-07-2025,CMP002,P002,R006,Mobile,Female,45-54,3865.14,14908,614,49,2,139998
07-07-2025,CMP002,P002,R007,Mobile,Female,25-34,4062.88,14220,775,62,4,279996
07-07-2025,CMP002,P002,R008,Desktop,Female,45-54,3869.03,12712,558,44,1,69999
07-07-2025,CMP002,P002,R009,Mobile,Male,18-24,3718.96,12617,591,47,1,69999
07-07-2025,CMP002,P002,R010,Desktop,Female,18-24,3916.41,13567,634,50,2,139998
07-07-2025,CMP002,P002,R011,Mobile,Male,35-44,3575.59,12897,548,43,1,69999
07-07-2025,CMP002,P002,R012,Tablet,Unknown,35-44,3878.56,13297,564,45,1,69999
07-07-2025,CMP002,P002,R013,Mobile,Male,35-44,3913.34,14255,771,61,3,209997
07-07-2025,CMP002,P002,R014,Mobile,Male,35-44,3472.95,11659,607,48,1,69999
07-07-2025,CMP002,P002,R015,Mobile,Male,55+,3772.17,12124,554,44,2,139998
08-07-2025,CMP002,P002,R001,Mobile,Male,25-34,3507.69,13780,657,52,3,209997
08-07-2025,CMP002,P002,R002,Mobile,Female,25-34,3603.13,13511,576,46,2,139998
08-07-2025,CMP002,P002,R003,Mobile,Female,25-34,3674.65,14698,674,53,2,139998
08-07-2025,CMP002,P002,R004,Desktop,Male,25-34,3491.49,12843,512,40,1,69999
08-07-2025,CMP002,P002,R005,Mobile,Male,45-54,3461.62,12362,514,41,1,69999
08-07-2025,CMP002,P002,R006,Mobile,Female,35-44,3567.49,13760,538,43,2,139998
08-07-2025,CMP002,P002,R007,Mobile,Male,25-34,3612.26,12642,719,57,1,69999
08-07-2025,CMP002,P002,R008,Mobile,Female,25-34,4069.27,13370,702,56,3,209997
08-07-2025,CMP002,P002,R009,Mobile,Female,35-44,3654.46,12399,553,44,2,139998
08-07-2025,CMP002,P002,R010,Tablet,Female,18-24,3965.5,13737,670,53,4,279996
08-07-2025,CMP002,P002,R011,Mobile,Male,35-44,3926.73,14164,679,54,2,139998
08-07-2025,CMP002,P002,R012,Mobile,Male,35-44,3691.23,12655,555,44,1,69999
08-07-2025,CMP002,P002,R013,Mobile,Male,25-34,3532.4,12868,761,60,3,209997
08-07-2025,CMP002,P002,R014,Mobile,Female,18-24,3936.88,13216,556,44,2,139998
08-07-2025,CMP002,P002,R015,Desktop,Female,35-44,3635.27,11684,474,37,2,139998
09-07-2025,CMP002,P002,R001,Mobile,Female,35-44,3883.51,15256,874,69,2,139998
09-07-2025,CMP002,P002,R002,Desktop,Unknown,25-34,3996.41,14986,710,56,4,279996
09-07-2025,CMP002,P002,R003,Mobile,Male,35-44,3513.51,14054,616,49,1,69999
09-07-2025,CMP002,P002,R004,Mobile,Female,35-44,3825.81,14073,696,55,4,279996
09-07-2025,CMP002,P002,R005,Mobile,Female,18-24,3445.22,12304,562,44,3,209997
09-07-2025,CMP002,P002,R006,Mobile,Male,35-44,3565.09,13751,620,49,1,69999
09-07-2025,CMP002,P002,R007,Mobile,Female,18-24,3428.29,11999,534,42,1,69999
09-07-2025,CMP002,P002,R008,Tablet,Female,18-24,3993.83,13122,530,42,2,139998
09-07-2025,CMP002,P002,R009,Mobile,Male,35-44,3360.48,11401,552,44,1,69999
09-07-2025,CMP002,P002,R010,Desktop,Female,35-44,3437.88,11909,664,53,2,139998
09-07-2025,CMP002,P002,R011,Mobile,Male,25-34,3760.39,13564,727,58,2,139998
09-07-2025,CMP002,P002,R012,Desktop,Male,45-54,3583.19,12285,565,45,3,209997
09-07-2025,CMP002,P002,R013,Mobile,Female,18-24,3460.51,12606,679,54,1,69999
09-07-2025,CMP002,P002,R014,Mobile,Female,25-34,3846.61,12913,585,46,1,69999
09-07-2025,CMP002,P002,R015,Desktop,Female,25-34,3817,12268,553,44,2,139998
10-07-2025,CMP002,P002,R001,Mobile,Male,25-34,3761.07,14775,874,69,4,279996
10-07-2025,CMP002,P002,R002,Desktop,Female,18-24,3890.13,14587,854,68,3,209997
10-07-2025,CMP002,P002,R003,Mobile,Male,25-34,3531.57,14126,807,64,3,209997
10-07-2025,CMP002,P002,R004,Mobile,Male,35-44,3836.41,14112,705,56,2,139998
10-07-2025,CMP002,P002,R005,Desktop,Female,18-24,3952.35,14115,779,62,2,139998
10-07-2025,CMP002,P002,R006,Tablet,Male,55+,3681.55,14200,730,58,1,69999
10-07-2025,CMP002,P002,R007,Mobile,Male,35-44,3909.98,13684,636,50,3,209997
10-07-2025,CMP002,P002,R008,Mobile,Female,25-34,3864.24,12696,753,60,3,209997
10-07-2025,CMP002,P002,R009,Desktop,Male,18-24,3991.53,13542,654,52,2,139998
10-07-2025,CMP002,P002,R010,Mobile,Unknown,55+,3782.48,13103,627,50,3,209997
10-07-2025,CMP002,P002,R011,Mobile,Female,25-34,3841.8,13857,618,49,1,69999
10-07-2025,CMP002,P002,R012,Desktop,Female,25-34,3354.14,11499,500,40,1,69999
10-07-2025,CMP002,P002,R013,Mobile,Female,25-34,4014.48,14624,626,50,3,209997
10-07-2025,CMP002,P002,R014,Mobile,Male,35-44,3779.82,12689,635,50,3,209997
10-07-2025,CMP002,P002,R015,Mobile,Female,45-54,3633.25,11678,627,50,3,209997
11-07-2025,CMP002,P002,R001,Mobile,Male,18-24,3688.63,14491,818,65,4,279996
11-07-2025,CMP002,P002,R002,Mobile,Female,45-54,3334.7,12505,668,53,2,139998
11-07-2025,CMP002,P002,R003,Desktop,Female,18-24,3520.23,14080,763,61,3,209997
11-07-2025,CMP002,P002,R004,Mobile,Male,45-54,3414.6,12560,670,53,3,209997
11-07-2025,CMP002,P002,R005,Mobile,Female,25-34,3541.51,12648,630,50,3,209997
11-07-2025,CMP002,P002,R006,Mobile,Male,35-44,3647.07,14067,591,47,1,69999
11-07-2025,CMP002,P002,R007,Desktop,Female,18-24,3665.92,12830,537,42,2,139998
11-07-2025,CMP002,P002,R008,Mobile,Male,35-44,3734.2,12269,607,48,2,139998
11-07-2025,CMP002,P002,R009,Tablet,Male,25-34,3592.43,12188,696,55,4,279996
11-07-2025,CMP002,P002,R010,Mobile,Female,45-54,4069.13,14096,696,55,2,139998
11-07-2025,CMP002,P002,R011,Mobile,Female,25-34,3792.54,13680,651,52,3,209997
11-07-2025,CMP002,P002,R012,Desktop,Female,18-24,3466.75,11886,599,47,1,69999
11-07-2025,CMP002,P002,R013,Tablet,Female,18-24,3392.96,12360,584,46,2,139998
11-07-2025,CMP002,P002,R014,Desktop,Male,25-34,3823.7,12836,727,58,4,279996
11-07-2025,CMP002,P002,R015,Mobile,Female,35-44,3947.59,12688,648,51,1,69999
12-07-2025,CMP002,P002,R001,Mobile,Female,25-34,3736.87,14680,629,50,1,69999
12-07-2025,CMP002,P002,R002,Mobile,Female,25-34,3333.74,12501,505,40,2,139998
12-07-2025,CMP002,P002,R003,Mobile,Female,25-34,3685.34,14741,629,50,2,139998
12-07-2025,CMP002,P002,R004,Mobile,Male,25-34,3482.62,12811,706,56,3,209997
12-07-2025,CMP002,P002,R005,Desktop,Male,18-24,3624.29,12943,737,58,3,209997
12-07-2025,CMP002,P002,R006,Mobile,Female,45-54,3713.49,14323,630,50,2,139998
12-07-2025,CMP002,P002,R007,Mobile,Male,25-34,3817.04,13359,730,58,2,139998
12-07-2025,CMP002,P002,R008,Mobile,Male,18-24,3936.64,12934,742,59,2,139998
12-07-2025,CMP002,P002,R009,Mobile,Male,25-34,3807.46,12918,501,40,1,69999
12-07-2025,CMP002,P002,R010,Tablet,Female,25-34,3715.41,12871,758,60,2,139998
12-07-2025,CMP002,P002,R011,Mobile,Male,35-44,3875.61,13979,715,57,2,139998
12-07-2025,CMP002,P002,R012,Desktop,Male,45-54,4044.01,13865,604,48,3,209997
12-07-2025,CMP002,P002,R013,Mobile,Female,18-24,3653.84,13310,592,47,2,139998
12-07-2025,CMP002,P002,R014,Mobile,Male,25-34,3573.73,11997,561,44,1,69999
12-07-2025,CMP002,P002,R015,Mobile,Male,55+,3834.71,12325,722,57,2,139998
13-07-2025,CMP002,P002,R001,Mobile,Female,25-34,3652.24,14348,646,51,3,209997
13-07-2025,CMP002,P002,R002,Mobile,Female,45-54,3381.23,12679,505,40,1,69999
13-07-2025,CMP002,P002,R003,Mobile,Female,35-44,3850.88,15403,791,63,3,209997
13-07-2025,CMP002,P002,R004,Desktop,Female,35-44,3895.61,14330,696,55,3,209997
13-07-2025,CMP002,P002,R005,Tablet,Male,35-44,3656.25,13058,579,46,2,139998
13-07-2025,CMP002,P002,R006,Mobile,Female,35-44,3563.25,13743,831,66,4,279996
13-07-2025,CMP002,P002,R007,Mobile,Female,25-34,3497.8,12242,600,48,1,69999
13-07-2025,CMP002,P002,R008,Mobile,Female,35-44,3350.75,11009,546,43,2,139998
13-07-2025,CMP002,P002,R009,Tablet,Female,45-54,3990.66,13539,648,51,1,69999
13-07-2025,CMP002,P002,R010,Mobile,Male,25-34,3636.42,12597,644,51,3,209997
13-07-2025,CMP002,P002,R011,Mobile,Female,18-24,3706.31,13369,611,48,1,69999
13-07-2025,CMP002,P002,R012,Mobile,Male,35-44,4068.86,13950,545,43,1,69999
13-07-2025,CMP002,P002,R013,Mobile,Male,18-24,3754.7,13677,604,48,1,69999
13-07-2025,CMP002,P002,R014,Mobile,Female,35-44,3653.5,12265,582,46,1,69999
13-07-2025,CMP002,P002,R015,Mobile,Male,25-34,3443.16,11067,584,46,2,139998
14-07-2025,CMP002,P002,R001,Mobile,Female,45-54,3878.93,15238,717,57,2,139998
14-07-2025,CMP002,P002,R002,Mobile,Unknown,25-34,3542.9,13285,570,45,1,69999
14-07-2025,CMP002,P002,R003,Mobile,Female,18-24,3865.71,15462,729,58,2,139998
14-07-2025,CMP002,P002,R004,Desktop,Female,18-24,3649.54,13425,767,61,3,209997
14-07-2025,CMP002,P002,R005,Tablet,Male,25-34,3936.72,14059,807,64,2,139998
14-07-2025,CMP002,P002,R006,Desktop,Female,18-24,3947.9,15227,771,61,3,209997
14-07-2025,CMP002,P002,R007,Mobile,Female,25-34,3670.36,12846,567,45,1,69999
14-07-2025,CMP002,P002,R008,Mobile,Female,35-44,3631.52,11932,557,44,2,139998
14-07-2025,CMP002,P002,R009,Mobile,Female,55+,3843.32,13039,569,45,3,209997
14-07-2025,CMP002,P002,R010,Desktop,Male,25-34,3983.27,13799,551,44,2,139998
14-07-2025,CMP002,P002,R011,Mobile,Female,25-34,3446.23,12431,720,57,1,69999
14-07-2025,CMP002,P002,R012,Mobile,Male,55+,3358.61,11515,691,55,2,139998
